sentence_orig,sentence,label,label_source,has_signoff
Can you resolve the test plan before this Tuesday?,can you resolve the test plan before this tuesday,deadline,synthetic,0
"Meeting notes deadline for immediately, so we can proceed.","meeting notes deadline for immediately, so we can proceed",deadline,synthetic,0
Complete the research notes in Wednesday.,complete the research notes in wednesday,deadline,synthetic,0
do expense report by 1pm,do expense report by 1pm,deadline,synthetic,0
"deadline: research notes July 14, thanks.",deadline: research notes july 14,deadline,synthetic,1
• invoice - due noon,invoice - due noon,deadline,synthetic,0
finance: Turn in the meeting notes due by in 3 hours.,finance: turn in the meeting notes due by in 3 hours,deadline,synthetic,0
Form needs to be required by 2pm.,form needs to be required by 2pm,deadline,synthetic,0
create report before 10am,create report before 10am,deadline,synthetic,0
Turn in article within in 2 hours.,turn in article within in 2 hours,deadline,synthetic,0
due: analysis Sunday at 11am,due: analysis sunday at 11am,deadline,synthetic,0
Produce the report deadline for next Sunday.,produce the report deadline for next sunday,deadline,synthetic,0
Make sure to upload the report within next Tuesday.,make sure to upload the report within next tuesday,deadline,synthetic,0
Provide release notes within in 5 days.,provide release notes within in 5 days,deadline,synthetic,0
"* Finalize the code fix no later than September 8, 2026","finalize the code fix no later than september 8, 2026",deadline,synthetic,0
Deliver the expense report expected by by EOD.,deliver the expense report expected by by eod,deadline,synthetic,0
Email the invoice due on Friday.,email the invoice due on friday,deadline,synthetic,0
Don't forget to share the summary due 3pm.,don't forget to share the summary due 3pm,deadline,synthetic,0
Reminder: summary until Saturday.,reminder: summary until saturday,deadline,synthetic,0
Produce the evaluation — due by 1pm.,produce the evaluation — due by 1pm,deadline,synthetic,0
Ensure the dataset is due by May 1 by 10am.,ensure the dataset is due by may 1 by 10am,deadline,synthetic,0
Target: test plan due by noon.,target: test plan due by noon,deadline,synthetic,0
draft by 11am,draft by 11am,deadline,synthetic,0
make presentation by January 19,make presentation by january 19,deadline,synthetic,0
"Provide article due next Sunday, if possible.","provide article due next sunday, if possible",deadline,synthetic,0
"engineering: Finish the evaluation by June 19 at 9am, to meet the deadline.","engineering: finish the evaluation by june 19 at 9am, to meet the deadline",deadline,synthetic,0
Code fix — finish in January 24.,code fix — finish in january 24,deadline,synthetic,0
QA: Submit the report due by Tuesday.,qa: submit the report due by tuesday,deadline,synthetic,0
Can we have the project plan by 8pm?,can we have the project plan by 8pm,deadline,synthetic,0
"- Return the release notes due February 25, 2026","return the release notes due february 25, 2026",deadline,synthetic,0
* schedule - due February 20 at 2pm asap.,schedule - due february 20 at 2pm asap,deadline,synthetic,0
Please implement the expense report before Tuesday at 11:59pm. Thanks!,please implement the expense report before tuesday at 11:59pm,deadline,synthetic,1
Don't forget to post the release notes no later than Thursday at 8pm.,don't forget to post the release notes no later than thursday at 8pm,deadline,synthetic,0
Share the research notes deadline for Tuesday at 11:59pm.,share the research notes deadline for tuesday at 11:59pm,deadline,synthetic,0
Produce project plan by next Friday.,produce project plan by next friday,deadline,synthetic,0
Needs to be before next Tuesday: test plan.,needs to be before next tuesday: test plan,deadline,synthetic,0
Due February 12: application.,due february 12: application,deadline,synthetic,0
* Provide the slides deadline for in 2 weeks,provide the slides deadline for in 2 weeks,deadline,synthetic,0
"Needs to be until Friday: schedule, by then, please.","needs to be until friday: schedule, by then, please",deadline,synthetic,0
Finish the proposal required by by end of month.,finish the proposal required by by end of month,deadline,synthetic,0
"Kindly return the test plan expected by August 3, 2026, for the review.","kindly return the test plan expected by august 3, 2026, for the review",deadline,synthetic,0
do draft by April 3,do draft by april 3,deadline,synthetic,0
Can you finish the budget due Tuesday at 4pm?,can you finish the budget due tuesday at 4pm,deadline,synthetic,0
finish expense report by March 25,finish expense report by march 25,deadline,synthetic,0
don't forget to resolve the dataset until asap.,don't forget to resolve the dataset until asap,deadline,synthetic,0
"Bob, please provide the minutes no later than next Tuesday.","bob, please provide the minutes no later than next tuesday",deadline,synthetic,0
• Produce the schedule due on Thursday,produce the schedule due on thursday,deadline,synthetic,0
Presentation — deadline January 8.,presentation — deadline january 8,deadline,synthetic,0
Minutes — turn in in Thursday.,minutes — turn in in thursday,deadline,synthetic,0
Is the slides due July 1?,is the slides due july 1,deadline,synthetic,0
Resolve design doc deadline in 60 days.,resolve design doc deadline in 60 days,deadline,synthetic,0
- meeting notes - due Saturday,meeting notes - due saturday,deadline,synthetic,0
Application - due next Saturday.,application - due next saturday,deadline,synthetic,0
• Turn in the expense report due on in 30 seconds,turn in the expense report due on in 30 seconds,deadline,synthetic,0
slides due in 1 hour,slides due in 1 hour,deadline,synthetic,0
Can you send the project plan no later than Wednesday at 7pm?,can you send the project plan no later than wednesday at 7pm,deadline,synthetic,0
Reminder: form on or before noon.,reminder: form on or before noon,deadline,synthetic,0
* Upload the project plan required by 9am - Ruthik,upload the project plan required by 9am - ruthik,deadline,synthetic,0
Deliver the code fix no later than May 19 at 2pm.,deliver the code fix no later than may 19 at 2pm,deadline,synthetic,0
"Produce the schedule due February 25, 2026.","produce the schedule due february 25, 2026",deadline,synthetic,0
Test plan should be no later than Sunday at 11am.,test plan should be no later than sunday at 11am,deadline,synthetic,0
ETA: assignment no later than Sunday.,eta: assignment no later than sunday,deadline,synthetic,0
can we have the proposal no later than october 17?,can we have the proposal no later than october 17,deadline,synthetic,0
Reminder: summary memo before in 5 seconds.,reminder: summary memo before in 5 seconds,deadline,synthetic,0
Is the evaluation due next week?,is the evaluation due next week,deadline,synthetic,0
"Research notes due by April 25, 2026.","research notes due by april 25, 2026",deadline,synthetic,0
due: report Sunday,due: report sunday,deadline,synthetic,0
Please submit the project plan due by Sunday at 8pm.,please submit the project plan due by sunday at 8pm,deadline,synthetic,0
"Please return the report due by in 365 days, thanks.",please return the report due by in 365 days,deadline,synthetic,1
"Summary memo - due Thursday at 7pm, asap.","summary memo - due thursday at 7pm, asap",deadline,synthetic,0
Please hand in the expense report in Monday.,please hand in the expense report in monday,deadline,synthetic,0
"Please make sure to finalize the application due April 8, 2026 by 10am, for the review. Regards,","please make sure to finalize the application due april 8, 2026 by 10am, for the review",deadline,synthetic,1
- Finalize the application no later than 8pm,finalize the application no later than 8pm,deadline,synthetic,0
release notes by Tuesday at 5pm asap.,release notes by tuesday at 5pm asap,deadline,synthetic,0
create draft before 11:59pm,create draft before 11:59pm,deadline,synthetic,0
dataset due in 60 days,dataset due in 60 days,deadline,synthetic,0
"ETA: form before January 27, 2026 by 3pm.","eta: form before january 27, 2026 by 3pm",deadline,synthetic,0
Implement the schedule — due on Saturday at 11am.,implement the schedule — due on saturday at 11am,deadline,synthetic,0
create expense report before friday,create expense report before friday,deadline,synthetic,0
- proposal - due next second if possible.,proposal - due next second if possible,deadline,synthetic,0
Slides — compile in in 6 hours.,slides — compile in in 6 hours,deadline,synthetic,0
Application needs to be by Saturday.,application needs to be by saturday,deadline,synthetic,0
"Deliver the test plan no later than October 23, 2026.","deliver the test plan no later than october 23, 2026",deadline,synthetic,0
compile slides on or before in 30 days.,compile slides on or before in 30 days,deadline,synthetic,0
Target: timesheet until in 5 days.,target: timesheet until in 5 days,deadline,synthetic,0
• Resolve the article by next Monday,resolve the article by next monday,deadline,synthetic,0
"do expense report by Saturday at 8pm by then, please.","do expense report by saturday at 8pm by then, please",deadline,synthetic,0
"ETA: draft expected by Wednesday at 8pm, to meet the deadline.","eta: draft expected by wednesday at 8pm, to meet the deadline",deadline,synthetic,0
* Prepare the budget by April 9 at 9am,prepare the budget by april 9 at 9am,deadline,synthetic,0
"Return project plan — due November 16, 2026 at 11am, if possible.","return project plan — due november 16, 2026 at 11am, if possible",deadline,synthetic,0
Target: expense report due on in 5 days.,target: expense report due on in 5 days,deadline,synthetic,0
do documentation by Friday please.,do documentation by friday please,deadline,synthetic,0
create application before april 4 - Team,create application before april 4 - team,deadline,synthetic,0
"Don't forget to email the project plan due on April 11, 2026 at 1pm.","don't forget to email the project plan due on april 11, 2026 at 1pm",deadline,synthetic,0
"Post minutes due on in 3 days - Best,",post minutes due on in 3 days,deadline,synthetic,1
Share summary memo due on in 240 hours.,share summary memo due on in 240 hours,deadline,synthetic,0
Ensure the documentation is until this Thursday.,ensure the documentation is until this thursday,deadline,synthetic,0
